,name,Cv_gravimetric_250.00_mean,Cv_gravimetric_250.00_std,Cv_molar_250.00_mean,Cv_molar_250.00_std,Cv_gravimetric_275.00_mean,Cv_gravimetric_275.00_std,Cv_molar_275.00_mean,Cv_molar_275.00_std,Cv_gravimetric_300.00_mean,Cv_gravimetric_300.00_std,Cv_molar_300.00_mean,Cv_molar_300.00_std,Cv_gravimetric_325.00_mean,Cv_gravimetric_325.00_std,Cv_molar_325.00_mean,Cv_molar_325.00_std,Cv_gravimetric_350.00_mean,Cv_gravimetric_350.00_std,Cv_molar_350.00_mean,Cv_molar_350.00_std,Cv_gravimetric_375.00_mean,Cv_gravimetric_375.00_std,Cv_molar_375.00_mean,Cv_molar_375.00_std,Cv_gravimetric_400.00_mean,Cv_gravimetric_400.00_std,Cv_molar_400.00_mean,Cv_molar_400.00_std
105,JST,0.6450211054576447,0.0074681595330312,12.918547202216256,0.1495730459435024,0.6917172991311628,0.0062549651420083,13.853783238728845,0.1252750673606578,0.7350047752271124,0.0061341900034015,14.720749138726124,0.1228561708071262,0.774731964135149,0.0066338118267711,15.51640925089518,0.1328626466477551,0.8091107469740151,0.0071748932709168,16.204950951470263,0.1436994799192501,0.8397261600868748,0.007100917296566,16.818119506835934,0.1422178817073539,0.8696336656627427,0.0064821137025546,17.417110019259987,0.1298244214461344
106,JSW,0.6627518077836859,0.0033820590249627,13.27365948147244,0.0677362163578566,0.7065530866584976,0.0029070463646006,14.150915874905058,0.0582226152948592,0.7472073241476693,0.0024332576664676,14.965143008761936,0.0487335278697802,0.7838176535348369,0.0025960589629241,15.69837834676107,0.0519941285153416,0.8166684597880647,0.0025373996405774,16.35631757948134,0.0508192937414491,0.8466663949848487,0.0026728895671652,16.95711922539605,0.053532899540143,0.8740184284651029,0.0032716113809426,17.504928487141925,0.0655241598986583
107,KFI,0.6507451916836631,0.006545776982951,13.033189773559569,0.1310994759922419,0.6950783888897601,0.0057565367361368,13.921099480523,0.1152924934050228,0.7374738234398509,0.0052517652034522,14.77019948323568,0.1051828786712609,0.777522726781979,0.0057994672368642,15.572302924262154,0.1161523097666402,0.8114136704919064,0.0063227361703468,16.251074133978946,0.1266323922933226,0.8401292937708544,0.0064382530814595,16.826193508572047,0.1289459765407793,0.8680618756823963,0.0070070937838127,17.385630052354603,0.1403387750115804
108,LAU,0.6598185375353292,0.0043257665086323,13.214911651611326,0.0866368842115396,0.7041367166098591,0.0037434633762156,14.10252057393392,0.0749744588451847,0.7455848588722428,0.0030973959034892,14.932648111979168,0.0620349548946728,0.7829162329579934,0.0032561941373579,15.680324605305987,0.0652153818024189,0.816213553717606,0.0033191706596225,16.34720667521159,0.0664766818879868,0.8462424030199484,0.0033866477387526,16.948627471923828,0.0678281195765121,0.8743493902961412,0.0036920652322023,17.511557023790147,0.0739450516770713
109,LEV,0.6517806756725624,0.0066970116895442,13.053928550437645,0.1341284198193608,0.6953322752530596,0.0056422212511842,13.926184341995802,0.1130029714408436,0.7367413399832595,0.0051578422764446,14.755529231318722,0.1033017808968619,0.7749947674699774,0.0058070119546643,15.521672702365452,0.1163034161292132,0.8079163956570994,0.0063950125993952,16.181030363859954,0.1280799518419489,0.8364287226513661,0.006115401085544,16.752078100133826,0.122479864481385,0.8642913915105455,0.0068845739237551,17.310114418312356,0.1378849350023609
110,LIO,0.654720439866767,0.0050272638594602,13.112806441695602,0.1006865433036569,0.6979445757237555,0.004141513712652,13.978503757052952,0.0829466507883663,0.7387480736546845,0.0033617562745025,14.795720293963395,0.0673295908413651,0.7761268472808719,0.0040464024993138,15.544346110026044,0.0810417538965075,0.80900452183295,0.00442648041979,16.20282346372251,0.0886539924955971,0.8382824397256428,0.0043603734607369,16.789204531069153,0.0873299957089862,0.8643762592053891,0.0049635857539484,17.311814156991467,0.0994111918386551
111,LOS,0.6551872326460045,0.006903606485315,13.122155414157444,0.1382661210485379,0.6976977809502303,0.0054709957140943,13.973560926649304,0.1095736492614539,0.7381682628254849,0.0047216301114926,14.784107784695095,0.0945652800359862,0.775809913151666,0.0055560759699687,15.53799852159288,0.1112776451341312,0.8086124033642347,0.0056732766139134,16.194970075819228,0.1136249513511205,0.836929458247718,0.0055944592054722,16.762106882731118,0.1120463884131179,0.8631994954938788,0.0063648313577607,17.288245815700954,0.1274754789163672
112,LOV,0.6513052445683393,0.0071322769673991,13.044406568739149,0.1428459563307669,0.6961885048631241,0.0052714620577743,13.943332994249127,0.1055773692393109,0.7379542540979347,0.0046060091236843,14.779821596498842,0.0922496113300628,0.7757955268070442,0.0057507861228646,15.537710390444154,0.1151773195473465,0.8088854829013704,0.0057414878835919,16.20043934009693,0.1149910934813685,0.8373006089521117,0.0053135509125219,16.76954032615379,0.1064203290310812,0.860684587280486,0.008803828002324,17.2378769825123,0.1763239476133468
113,LTA,0.6465941728383936,0.0073034392300853,12.95005275302463,0.1462740112440718,0.6911416719505299,0.0061634135529649,13.842254519992403,0.1234414629801362,0.733119825755328,0.0057995891061367,14.682997182210288,0.1161547505766175,0.7724673135310968,0.0063066301694758,15.471052602132158,0.1263098196972786,0.8068746783097767,0.0069185452994081,16.16016674465603,0.1385653171110755,0.8368751166695751,0.0066517064892076,16.761018524169923,0.1332210427364989,0.8666304710750752,0.0068881651879736,17.356961737738715,0.1379568612012558
114,LTF,0.6565369101989443,0.0049625100511459,13.149186891155477,0.0993896475553569,0.7007843595633553,0.0040163809523465,14.035379231770833,0.080440479351691,0.7420799046798162,0.0037770096761097,14.86245053891782,0.0756463274940944,0.7799588340353734,0.0041981176610567,15.621093523943866,0.0840803203274098,0.813210297333895,0.0044596640298108,16.287057156032986,0.0893185971554554,0.8430653966670654,0.0043731989650299,16.884998070987653,0.0875868661915162,0.8709038411010345,0.0040148810545687,17.442549219955634,0.0804104392490083
115,LTJ,0.6690306838608145,0.0031736885603021,13.39941343943278,0.0635629518545874,0.7124038945598005,0.0025633317393723,14.268096440633135,0.051338664409324,0.7520417972853529,0.0023347865449354,15.061968320210775,0.0467613384006212,0.7882724712523941,0.0023334620858643,15.787599881490074,0.0467348120019002,0.8207076178483148,0.0022197139290864,16.437214241027835,0.0444566525431357,0.8503476231668027,0.0022841314495305,17.030847231547035,0.0457468130843434,0.8762154600185422,0.0044410944114023,17.548930854797362,0.0889466829810079
116,LTL,0.6688394011925393,0.002553176662893,13.395582411024304,0.0511352775220882,0.7120654744542463,0.0024769231867937,14.2613185289171,0.0496080652774244,0.7522218628430711,0.0020697202159273,15.065574691207324,0.0414525634566139,0.7884083436095848,0.002170845628933,15.790321146647136,0.0434779133408333,0.8208762979788565,0.0019286377330772,16.440592583550345,0.0386269493818441,0.8506576160342805,0.0021011108957697,17.03705579969618,0.0420812591315652,0.8783147252934203,0.0023405910570477,17.590975149649164,0.046877591749659
117,LTN,0.6611635085247818,0.0037179956665637,13.241848865085178,0.0744643890095048,0.7043545413136276,0.0031500695757744,14.106883188883463,0.0630899084705681,0.7450399887674962,0.0024881297824665,14.921735399034286,0.0498325120962178,0.7819159911961604,0.0029385632509883,15.660291663275824,0.0588538386471187,0.8147193016877151,0.0032406405074514,16.317279646131727,0.064903872147288,0.844376740685847,0.003092633334439,16.91126180013021,0.0619395696854797,0.8714773429962845,0.0031828883391057,17.45403537326389,0.063747205944444
118,MAR,0.6561841313547637,0.0050785352547781,13.142121401186346,0.1017134119362221,0.6990628267652873,0.0045897712588223,14.000900200737847,0.0919243977488194,0.7399203790215183,0.0038933078448253,14.819199343080877,0.0779755588469462,0.7768048001029328,0.004329999690848,15.557924216941547,0.0867216668082743,0.8096292730586718,0.0045994726214884,16.21533604374638,0.092118697610433,0.8385683832802152,0.0045055913882479,16.794931437174476,0.0902384348829693,0.8636696888896275,0.006204509429568,17.297662896050348,0.1242645353063307
119,MAZ,0.6577769523063437,0.0048746475157173,13.17402257848669,0.0976299279095394,0.701911309456134,0.0041521965457411,14.057949896918402,0.083160607637758,0.7429039269821918,0.0038671720130595,14.878954139992045,0.0774521077947587,0.7807333901570328,0.0040815857234889,15.636606411404076,0.0817464070286092,0.8143946103209433,0.0044312417058462,16.310776694968897,0.0887493520088598,0.8444392032234705,0.0043936921189349,16.912512806080006,0.0879973051272411,0.8723023540353532,0.0044100001304028,17.47055877685547,0.0883239236117206
120,MEI,0.6504482764598706,0.0065284279219468,13.027243125765931,0.1307520072635443,0.6958340507259406,0.0053226136379622,13.936233951344208,0.1066018382024708,0.7379772709745689,0.004917044334822,14.78028258080576,0.0984790556422487,0.7765768423834183,0.0049741679425276,15.55335865693934,0.0996231329697372,0.8096917921638267,0.0054961732370942,16.216588182636336,0.1100779072098475,0.8399663041919516,0.0053765337935559,16.822929136986826,0.1076817564707171,0.8689463804264554,0.0051392064117843,17.403345001819087,0.1029285399358577
